urban_system_id,city,country_code,country_name,environment_score,environment_pm25_score,environment_pm25_year,environment_green_score,environment_green_year,mobility_score,public_transport_score,public_transport_year,economic_opportunity_score,employment_score,employment_year,unemployment_score,unemployment_year,perceived_safety_score,perceived_safety_year,community_score,community_year,life_satisfaction_score,life_satisfaction_year,housing_satisfaction_score,housing_satisfaction_year,profile_dimensions_available,profile_coverage_pct,explorer_eligible,environment_eligible,mobility_eligible,economic_eligible,extended_profile_eligible,radar_eligible,n_perception_dimensions
BE005,Liège,BE,Belgium,81.94,83.46,2025,80.42,2021,56.5,56.5,2023,,,,,,6.25,2023,27.5,2023,41.25,2023,58.75,2023,6,85.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4
BE006,Brugge,BE,Belgium,69.11,53.62,2025,84.59,2021,22.94,22.94,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
BE007,Namur,BE,Belgium,,79.76,2025,,,36.07,36.07,2023,,,,,,,,,,,,,,1,14.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0
BE009,Mons,BE,Belgium,80.19,60.86,2025,99.52,2021,44.3,44.3,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
BE010,Kortrijk,BE,Belgium,79.31,64.4,2025,94.22,2021,53.18,53.18,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
BE011,Oostende,BE,Belgium,48.02,56.87,2025,39.17,2021,52.39,52.39,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
BE012,Mechelen,BE,Belgium,,,,99.12,2021,63.0,63.0,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
BE013,Mouscron,BE,Belgium,57.43,58.2,2025,56.66,2021,36.47,36.47,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
BE014,La Louvière,BE,Belgium,86.88,75.04,2025,98.72,2021,72.68,72.68,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
BE015,Verviers,BE,Belgium,,74.89,2025,,,61.8,61.8,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
BG001,Sofia,BG,Bulgaria,23.67,22.3,2025,25.04,2021,,,,79.9,67.9,2024,91.89,2024,11.25,2023,3.75,2023,16.88,2023,77.5,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
BG002,Plovdiv,BG,Bulgaria,9.21,13.59,2025,4.82,2021,,,,63.9,38.93,2024,88.87,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
BG003,Varna,BG,Bulgaria,39.62,42.39,2025,36.84,2021,,,,73.36,70.3,2024,76.42,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
BG004,Burgas,BG,Bulgaria,23.5,24.22,2025,22.79,2021,,,,57.91,50.92,2024,64.91,2024,35.0,2023,33.75,2023,28.75,2023,79.38,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
BG005,Pleven,BG,Bulgaria,57.58,29.84,2025,85.31,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
BG006,Ruse,BG,Bulgaria,51.67,32.79,2025,70.55,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
BG007,Vidin,BG,Bulgaria,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
BG008,Stara Zagora,BG,Bulgaria,34.82,16.99,2025,52.65,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
BG009,Sliven,BG,Bulgaria,,46.09,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
BG010,Dobrich,BG,Bulgaria,,39.73,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
BG011,Shumen,BG,Bulgaria,,26.14,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
BG013,Yambol,BG,Bulgaria,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
BG014,Haskovo,BG,Bulgaria,,19.2,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
BG015,Pazardzhik,BG,Bulgaria,,30.58,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
BG016,Blagoevgrad,BG,Bulgaria,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
BG017,Veliko Tarnovo,BG,Bulgaria,,20.68,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
BG018,Vratsa,BG,Bulgaria,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
CH001,Bern,CH,Switzerland,56.22,26.74,2025,85.71,2021,44.3,44.3,2023,91.78,93.36,2022,90.19,2022,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
CH002,Zürich,CH,Switzerland,39.98,15.66,2025,64.29,2021,80.37,80.37,2023,85.76,91.14,2022,80.38,2022,96.25,2023,96.25,2023,100.0,2023,7.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
CH003,Genève,CH,Switzerland,26.92,35.3,2025,18.54,2021,87.93,87.93,2023,12.86,14.02,2022,11.7,2022,75.0,2023,66.25,2023,82.5,2023,1.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
CH004,Basel,CH,Switzerland,33.12,17.28,2025,48.96,2021,83.29,83.29,2023,71.54,72.14,2022,70.94,2022,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
CH005,Lausanne,CH,Switzerland,32.22,26.88,2025,37.56,2021,66.84,66.84,2023,40.86,40.59,2022,41.13,2022,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
CH006,Lucerne,CH,Switzerland,54.76,29.1,2025,80.42,2021,47.08,47.08,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
CH008,Lugano,CH,Switzerland,40.98,12.7,2025,69.26,2021,77.06,77.06,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
CH009,St. Gallen,CH,Switzerland,56.16,23.49,2025,88.84,2021,40.98,40.98,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
CH010,Biel/Bienne,CH,Switzerland,35.81,30.13,2025,41.49,2021,78.78,78.78,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
CH012,Zug,CH,Switzerland,48.93,19.05,2025,78.81,2021,33.55,33.55,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
CY001,Lefkosia,CY,Cyprus,29.73,34.42,2025,25.04,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
CY002,Larnaka,CY,Cyprus,19.13,31.61,2025,6.66,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
CY003,Lemesos,CY,Cyprus,21.75,37.96,2025,5.54,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
CZ001,Praha,CZ,Czechia,34.87,27.03,2025,42.7,2021,80.37,80.37,2023,89.66,79.89,2022,99.43,2022,26.25,2023,15.0,2023,75.62,2023,37.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
CZ002,Brno,CZ,Czechia,43.36,35.75,2025,50.96,2021,,,,85.05,71.22,2022,98.87,2022,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
CZ003,Ostrava,CZ,Czechia,57.64,20.83,2025,94.46,2021,,,,69.02,61.62,2022,76.42,2022,8.75,2023,10.0,2023,67.5,2023,86.25,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
CZ004,Plzeň,CZ,Czechia,59.65,47.86,2025,71.43,2021,,,,87.07,75.65,2022,98.49,2022,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
CZ005,Ústí nad Labem,CZ,Czechia,66.42,35.89,2025,96.95,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
CZ006,Olomouc,CZ,Czechia,40.39,40.18,2025,40.61,2021,1.06,1.06,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
CZ007,Liberec,CZ,Czechia,63.68,36.34,2025,91.01,2021,8.22,8.22,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
CZ008,České Budějovice,CZ,Czechia,48.37,56.13,2025,40.61,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
CZ009,Hradec Králové,CZ,Czechia,45.19,23.04,2025,67.34,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
CZ010,Pardubice,CZ,Czechia,52.35,27.33,2025,77.37,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
CZ011,Zlín,CZ,Czechia,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
CZ013,Karlovy Vary,CZ,Czechia,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
CZ014,Jihlava,CZ,Czechia,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
CZ016,Most,CZ,Czechia,,32.64,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
CZ018,Chomutov-Jirkov,CZ,Czechia,,35.45,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
DE001,Berlin,DE,Germany,38.72,39.88,2025,37.56,2021,81.7,81.7,2023,44.65,72.88,2021,16.42,2021,22.5,2023,41.25,2023,85.62,2023,22.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
DE002,Hamburg,DE,Germany,70.19,59.23,2025,81.14,2021,75.73,75.73,2023,62.2,81.0,2021,43.4,2021,62.5,2023,81.25,2023,61.25,2023,5.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
DE003,München,DE,Germany,31.91,37.81,2025,26.0,2021,64.46,64.46,2023,79.98,85.06,2021,74.91,2021,67.5,2023,83.75,2023,88.12,2023,2.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
DE004,Köln,DE,Germany,60.46,46.68,2025,74.24,2021,75.73,75.73,2023,35.73,52.58,2021,18.87,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE005,Frankfurt am Main,DE,Germany,48.45,43.13,2025,53.77,2021,90.58,90.58,2023,59.0,63.1,2021,54.91,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE006,Ruhrgebiet,DE,Germany,64.58,40.32,2025,88.84,2021,83.29,83.29,2023,24.18,38.93,2021,9.43,2021,36.88,2023,60.0,2023,82.5,2023,48.75,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
DE007,Stuttgart,DE,Germany,41.59,17.13,2025,66.05,2021,87.0,87.0,2023,79.01,87.08,2021,70.94,2021,30.0,2023,65.0,2023,47.5,2023,21.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
DE008,Leipzig,DE,Germany,60.27,44.31,2025,76.24,2021,77.06,77.06,2023,54.17,72.88,2021,35.47,2021,36.88,2023,80.0,2023,90.0,2023,66.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
DE009,Dresden,DE,Germany,60.47,42.84,2025,78.09,2021,88.99,88.99,2023,68.02,83.39,2021,52.64,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE011,Düsseldorf,DE,Germany,52.56,44.61,2025,60.51,2021,88.99,88.99,2023,47.01,64.39,2021,29.62,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE012,Bremen,DE,Germany,68.37,54.8,2025,81.94,2021,47.08,47.08,2023,42.14,60.33,2021,23.96,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE013,Hannover,DE,Germany,58.56,41.36,2025,75.76,2021,78.78,78.78,2023,45.48,65.31,2021,25.66,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE014,Nürnberg,DE,Germany,42.91,39.44,2025,46.39,2021,78.78,78.78,2023,77.47,90.04,2021,64.91,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE016,Bielefeld,DE,Germany,78.65,61.15,2025,96.15,2021,93.5,93.5,2023,49.0,71.22,2021,26.79,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE017,Halle an der Saale,DE,Germany,60.53,50.52,2025,70.55,2021,65.52,65.52,2023,40.98,63.1,2021,18.87,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE018,Magdeburg,DE,Germany,69.44,62.63,2025,76.24,2021,50.66,50.66,2023,50.39,73.99,2021,26.79,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE019,Wiesbaden,DE,Germany,55.64,59.68,2025,51.61,2021,84.48,84.48,2023,51.53,64.39,2021,38.68,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE020,Göttingen,DE,Germany,51.2,46.23,2025,56.18,2021,44.3,44.3,2023,61.5,66.97,2021,56.04,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE023,Darmstadt,DE,Germany,49.07,45.49,2025,52.65,2021,70.82,70.82,2023,62.83,66.05,2021,59.62,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE024,Trier,DE,Germany,70.42,65.88,2025,74.96,2021,60.48,60.48,2023,41.26,13.65,2021,68.87,2021,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
