urban_system_id,city,country_code,country_name,environment_score,environment_pm25_score,environment_pm25_year,environment_green_score,environment_green_year,mobility_score,public_transport_score,public_transport_year,economic_opportunity_score,employment_score,employment_year,unemployment_score,unemployment_year,perceived_safety_score,perceived_safety_year,community_score,community_year,life_satisfaction_score,life_satisfaction_year,housing_satisfaction_score,housing_satisfaction_year,profile_dimensions_available,profile_coverage_pct,explorer_eligible,environment_eligible,mobility_eligible,economic_eligible,extended_profile_eligible,radar_eligible,n_perception_dimensions
ES008,Las Palmas,ES,Spain,17.41,5.76,2025,29.05,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES009,Valladolid,ES,Spain,53.42,95.13,2025,11.72,2021,,,,29.2,46.31,2024,12.08,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES010,Palma de Mallorca,ES,Spain,48.24,78.58,2025,17.9,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES011,Santiago de Compostela,ES,Spain,,91.43,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES012,Vitoria/Gasteiz,ES,Spain,51.54,96.01,2025,7.06,2021,22.94,22.94,2023,27.09,31.73,2024,22.45,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES013,Oviedo,ES,Spain,55.66,87.15,2025,24.16,2021,,,,17.19,23.25,2024,11.13,2024,98.75,2023,91.25,2023,38.12,2023,94.38,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
ES014,Pamplona/Iruña,ES,Spain,42.34,79.47,2025,5.22,2021,24.14,24.14,2023,35.2,40.22,2024,30.19,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES015,Santander,ES,Spain,50.12,52.88,2025,47.35,2021,,,,30.95,33.21,2024,28.68,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES016,Toledo,ES,Spain,,78.73,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES017,Badajoz,ES,Spain,67.98,87.74,2025,48.23,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES018,Logroño,ES,Spain,45.97,77.99,2025,13.96,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES019,Bilbao,ES,Spain,57.87,93.5,2025,22.23,2021,35.68,35.68,2023,32.02,46.31,2024,17.74,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES020,Córdoba,ES,Spain,44.72,70.9,2025,18.54,2021,,,,7.21,12.92,2024,1.51,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES021,Alicante/Alacant,ES,Spain,55.84,57.9,2025,53.77,2021,18.7,18.7,2023,10.38,16.24,2024,4.53,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES022,Vigo,ES,Spain,64.71,70.75,2025,58.67,2021,,,,16.33,24.35,2024,8.3,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES023,Gijón,ES,Spain,,,,41.49,2021,,,,17.19,23.25,2024,11.13,2024,,,,,,,,,1,14.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
ES024,Santa Cruz de Tenerife,ES,Spain,9.66,9.6,2025,9.71,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES025,A Coruña,ES,Spain,55.58,90.69,2025,20.47,2021,,,,26.77,26.75,2024,26.79,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES026,Reus,ES,Spain,,,,31.86,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES028,Lugo,ES,Spain,,90.25,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES030,Girona,ES,Spain,53.08,84.49,2025,21.67,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES031,Cáceres,ES,Spain,91.62,94.39,2025,88.84,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES032,Torrevieja,ES,Spain,42.26,45.35,2025,39.17,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES033,"Puerto de Santa María, El",ES,Spain,71.23,54.51,2025,87.96,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES034,Avilés,ES,Spain,,,,70.55,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES035,Talavera de la Reina,ES,Spain,78.11,86.41,2025,69.82,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES036,Palencia,ES,Spain,51.99,92.91,2025,11.08,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES037,Ferrol,ES,Spain,89.61,87.0,2025,92.22,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES038,Pontevedra,ES,Spain,,82.13,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES039,Ceuta,ES,Spain,21.27,39.0,2025,3.53,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES040,Gandia,ES,Spain,,,,69.82,2021,38.46,38.46,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
ES041,Guadalajara,ES,Spain,40.94,70.16,2025,11.72,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES042,Manresa,ES,Spain,27.25,35.01,2025,19.5,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES043,Ciudad Real,ES,Spain,52.45,77.7,2025,27.21,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES044,Benidorm,ES,Spain,72.04,55.24,2025,88.84,2021,11.67,11.67,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
ES045,Melilla,ES,Spain,35.13,67.21,2025,3.05,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES046,Ponferrada,ES,Spain,,78.43,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES047,Zamora,ES,Spain,,85.67,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES049,Sanlúcar de Barrameda,ES,Spain,,69.87,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES051,La Línea de la Concepción,ES,Spain,51.9,94.09,2025,9.71,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES053,Irun,ES,Spain,,,,38.2,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES055,Arrecife,ES,Spain,4.26,4.43,2025,4.09,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES056,Elda,ES,Spain,58.74,67.8,2025,49.68,2021,20.16,20.16,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
ES057,Santa Lucía de Tirajana,ES,Spain,,,,14.61,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES059,Granada,ES,Spain,43.05,68.83,2025,17.26,2021,,,,3.69,7.38,2024,0.0,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES060,Elche/Elx,ES,Spain,,,,76.89,2021,6.1,6.1,2023,10.38,16.24,2024,4.53,2024,,,,,,,,,2,28.6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0
ES061,Cartagena,ES,Spain,,,,57.38,2021,,,,11.59,17.34,2024,5.85,2024,,,,,,,,,1,14.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
ES062,Jerez de la Frontera,ES,Spain,38.1,58.94,2025,17.26,2021,,,,3.42,6.46,2024,0.38,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES063,San Sebastián/Donostia,ES,Spain,61.66,88.48,2025,34.83,2021,9.28,9.28,2023,37.73,26.2,2024,49.25,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES065,Almería,ES,Spain,51.55,58.49,2025,44.62,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES066,Burgos,ES,Spain,52.98,93.21,2025,12.76,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES067,Salamanca,ES,Spain,51.66,93.06,2025,10.27,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES068,Albacete,ES,Spain,47.27,86.85,2025,7.7,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES069,Castellón de la Plana/Castelló de la Plana,ES,Spain,67.45,92.76,2025,42.13,2021,16.45,16.45,2023,12.51,20.48,2024,4.53,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES070,Huelva,ES,Spain,49.67,93.8,2025,5.54,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES071,Cádiz,ES,Spain,26.82,53.32,2025,0.32,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES072,León,ES,Spain,58.05,90.1,2025,26.0,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES073,Tarragona,ES,Spain,45.05,73.56,2025,16.53,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES074,Jaén,ES,Spain,46.53,69.72,2025,23.35,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES075,Lleida,ES,Spain,47.22,63.22,2025,31.22,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES076,Ourense,ES,Spain,64.66,71.94,2025,57.38,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES079,Algeciras,ES,Spain,60.05,96.75,2025,23.35,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES080,Marbella,ES,Spain,,,,55.22,2021,,,,9.26,14.94,2024,3.58,2024,,,,,,,,,1,14.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
ES083,Alcoy,ES,Spain,,57.16,2025,,,13.66,13.66,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
ES084,Ávila,ES,Spain,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES086,Chiclana de la Frontera,ES,Spain,,56.57,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES088,Cuenca,ES,Spain,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES089,Eivissa,ES,Spain,37.89,64.7,2025,11.08,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
ES090,Linares,ES,Spain,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES091,Lorca,ES,Spain,,72.82,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES092,Mérida,ES,Spain,,85.38,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES093,Sagunto,ES,Spain,,,,,,4.51,4.51,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
ES096,Puerto de la Cruz,ES,Spain,,,,86.6,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ES097,Igualada,ES,Spain,,,,14.61,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
FI001,Helsinki/Helsingfors,FI,Finland,85.26,95.57,2025,74.96,2021,29.44,29.44,2023,41.89,66.05,2024,17.74,2024,81.25,2023,85.0,2023,73.75,2023,16.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FI002,Tampere/Tammerfors,FI,Finland,92.94,97.93,2025,87.96,2021,17.64,17.64,2023,45.51,63.1,2024,27.92,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FI003,Turku/Åbo,FI,Finland,90.21,98.08,2025,82.34,2021,16.71,16.71,2023,37.55,58.67,2024,16.42,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FI004,Oulu/Uleåborg,FI,Finland,97.34,97.34,2025,97.35,2021,18.7,18.7,2023,42.66,56.64,2024,28.68,2024,88.75,2023,93.75,2023,58.13,2023,100.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FI007,Lahti,FI,Finland,,99.26,2025,,,18.17,18.17,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
FI008,Kuopio,FI,Finland,98.78,98.67,2025,98.88,2021,10.34,10.34,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
FI009,Jyväskylä,FI,Finland,93.24,99.56,2025,86.92,2021,17.64,17.64,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
FR001,Paris,FR,France,30.57,47.42,2025,13.72,2021,45.62,45.62,2023,32.4,38.01,2024,26.79,2024,32.5,2023,18.75,2023,25.0,2023,8.75,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FR002,Lyon,FR,France,32.64,49.48,2025,15.81,2021,13.66,13.66,2023,41.6,42.07,2024,41.13,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR003,Lille,FR,France,35.12,45.2,2025,25.04,2021,12.6,12.6,2023,19.88,19.37,2024,20.38,2024,16.25,2023,28.75,2023,31.25,2023,52.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FR004,Marseille,FR,France,42.96,54.06,2025,31.86,2021,5.04,5.04,2023,32.49,21.59,2024,43.4,2024,3.75,2023,8.75,2023,36.25,2023,46.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FR005,Bordeaux,FR,France,55.58,80.35,2025,30.82,2021,,,,46.95,44.65,2024,49.25,2024,33.75,2023,36.25,2023,63.12,2023,35.0,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
FR006,Toulouse,FR,France,58.81,74.45,2025,43.18,2021,3.98,3.98,2023,29.59,27.86,2024,31.32,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR007,Nantes,FR,France,64.67,85.52,2025,43.82,2021,14.06,14.06,2023,54.18,55.72,2024,52.64,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR008,Nice,FR,France,53.8,41.06,2025,66.53,2021,,,,32.49,21.59,2024,43.4,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR009,Strasbourg,FR,France,33.04,34.86,2025,31.22,2021,,,,32.68,29.89,2024,35.47,2024,64.38,2023,67.5,2023,95.62,2023,50.0,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
FR010,Rouen,FR,France,62.16,63.07,2025,61.24,2021,,,,29.24,25.46,2024,33.02,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR011,Montpellier,FR,France,40.55,61.6,2025,19.5,2021,,,,29.59,27.86,2024,31.32,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR012,Grenoble,FR,France,39.1,51.55,2025,26.65,2021,,,,41.6,42.07,2024,41.13,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR013,Tours,FR,France,66.44,82.57,2025,50.32,2021,2.12,2.12,2023,57.11,54.61,2024,59.62,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR014,Cannes-Antibes,FR,France,60.61,36.63,2025,84.59,2021,33.55,33.55,2023,32.49,21.59,2024,43.4,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR015,Toulon,FR,France,70.43,57.31,2025,83.55,2021,9.55,9.55,2023,32.49,21.59,2024,43.4,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR016,Rennes,FR,France,52.88,73.26,2025,32.5,2021,7.69,7.69,2023,59.42,59.23,2024,59.62,2024,46.25,2023,56.88,2023,65.62,2023,79.38,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FR017,Reims,FR,France,46.3,71.49,2025,21.11,2021,,,,32.68,29.89,2024,35.47,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR018,Orléans,FR,France,64.51,76.37,2025,52.65,2021,,,,57.11,54.61,2024,59.62,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR019,Nancy,FR,France,47.98,66.91,2025,29.05,2021,,,,32.68,29.89,2024,35.47,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR020,Dijon,FR,France,52.19,83.9,2025,20.47,2021,,,,44.06,33.21,2024,54.91,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR021,Clermont-Ferrand,FR,France,56.02,81.54,2025,30.5,2021,,,,41.6,42.07,2024,41.13,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR022,Le Havre,FR,France,60.52,63.66,2025,57.38,2021,,,,29.24,25.46,2024,33.02,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR023,Saint-Étienne,FR,France,48.85,61.74,2025,35.96,2021,,,,41.6,42.07,2024,41.13,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR024,Angers,FR,France,67.55,72.97,2025,62.12,2021,,,,54.18,55.72,2024,52.64,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR025,Mulhouse,FR,France,41.84,34.71,2025,48.96,2021,,,,32.68,29.89,2024,35.47,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR026,Lens,FR,France,68.22,42.54,2025,93.9,2021,,,,19.88,19.37,2024,20.38,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR027,Metz,FR,France,59.33,58.79,2025,59.87,2021,,,,32.68,29.89,2024,35.47,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR028,Nîmes,FR,France,56.08,55.98,2025,56.18,2021,,,,29.59,27.86,2024,31.32,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR029,Le Mans,FR,France,66.29,75.92,2025,56.66,2021,,,,54.18,55.72,2024,52.64,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR030,Saint-Denis,FR,France,47.7,29.99,2025,65.41,2021,,,,2.96,4.8,2024,1.13,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR031,Caen,FR,France,63.33,62.78,2025,63.88,2021,,,,29.24,25.46,2024,33.02,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR032,Limoges,FR,France,86.39,88.18,2025,84.59,2021,,,,46.95,44.65,2024,49.25,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR034,Brest,FR,France,66.14,73.12,2025,59.15,2021,11.14,11.14,2023,59.42,59.23,2024,59.62,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR035,Amiens,FR,France,60.51,71.34,2025,49.68,2021,,,,19.88,19.37,2024,20.38,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR036,Dunkerque,FR,France,58.45,57.75,2025,59.15,2021,2.92,2.92,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
FR037,Perpignan,FR,France,42.24,64.99,2025,19.5,2021,,,,29.59,27.86,2024,31.32,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR038,Annecy,FR,France,34.38,31.91,2025,36.84,2021,,,,41.6,42.07,2024,41.13,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR039,Besançon,FR,France,68.81,67.06,2025,70.55,2021,,,,44.06,33.21,2024,54.91,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR040,Bayonne,FR,France,71.04,79.32,2025,62.76,2021,,,,46.95,44.65,2024,49.25,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR042,Pau,FR,France,77.47,79.17,2025,75.76,2021,,,,46.95,44.65,2024,49.25,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR043,Avignon,FR,France,61.39,54.65,2025,68.14,2021,,,,30.97,22.51,2024,39.43,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR044,Troyes,FR,France,64.28,82.72,2025,45.83,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR045,Valenciennes,FR,France,71.52,69.28,2025,73.76,2021,,,,19.88,19.37,2024,20.38,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR046,Fort-de-France,FR,France,28.62,9.01,2025,48.23,2021,,,,8.73,11.62,2024,5.85,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR047,Poitiers,FR,France,72.3,81.83,2025,62.76,2021,,,,46.95,44.65,2024,49.25,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR048,Valence,FR,France,41.0,53.91,2025,28.09,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR049,Fréjus,FR,France,,54.95,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
FR050,Chambéry,FR,France,64.72,46.53,2025,82.91,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR052,Douai,FR,France,80.8,66.17,2025,95.43,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR054,La Rochelle,FR,France,66.33,88.04,2025,44.62,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR055,Lorient,FR,France,83.92,86.71,2025,81.14,2021,33.55,33.55,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
FR056,Cherbourg-en-Cotentin,FR,France,90.54,84.93,2025,96.15,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR057,Béziers,FR,France,36.03,55.54,2025,16.53,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR058,Chartres,FR,France,68.66,74.0,2025,63.32,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR060,Boulogne-sur-Mer,FR,France,46.63,60.27,2025,32.99,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR061,Calais,FR,France,45.61,56.72,2025,34.51,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR062,Mamoudzou,FR,France,42.42,51.85,2025,32.99,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR063,Montbéliard,FR,France,66.16,42.1,2025,90.21,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR064,Arras,FR,France,61.72,60.12,2025,63.32,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR065,Colmar,FR,France,24.86,24.67,2025,25.04,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR068,Bourges,FR,France,,87.3,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
FR069,Saint-Brieuc,FR,France,86.48,83.31,2025,89.65,2021,19.36,19.36,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
