urban_system_id,city,country_code,country_name,population_raw,population_year,environment_score,pm25_raw,environment_pm25_score,pm25_year,green_area_raw,environment_green_score,green_area_year,mobility_score,public_transport_raw,public_transport_score,public_transport_year,economic_opportunity_score,employment_raw,employment_score,employment_year,unemployment_raw,unemployment_score,unemployment_year,commuting_pt_raw,commuting_pt_year,commuting_pt_staleness,commuting_bike_raw,commuting_bike_year,commuting_bike_staleness,commuting_walk_raw,commuting_walk_year,commuting_walk_staleness,commuting_car_raw,commuting_car_year,commuting_car_staleness,perceived_safety_score,perceived_safety_year,community_score,community_year,life_satisfaction_score,life_satisfaction_year,housing_satisfaction_score,housing_satisfaction_year,profile_dimensions_available,profile_coverage_pct,explorer_eligible,environment_eligible,mobility_eligible,economic_eligible,extended_profile_eligible,radar_eligible,n_perception_dimensions
DE035,Mainz,DE,Germany,406543,2025,46.5,29.805681132860656,45.64,2025,138,47.35,2021,90.58,98.5,90.58,2023,69.14,75,76.2,2021,5.5,62.08,2021,20.8,2016,stale_commuting_context,6.4,2016,stale_commuting_context,9.4,2016,stale_commuting_context,62.4,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE036,Kiel,DE,Germany,480383,2025,88.5,21.661758580805085,89.51,2025,221,87.48,2021,58.89,95.9,58.89,2023,56.86,73.7,68.63,2021,6.7,45.09,2021,10.6,2016,stale_commuting_context,14.1,2016,stale_commuting_context,7,2016,stale_commuting_context,67.2,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE037,Saarbrücken,DE,Germany,552356,2025,72.06,29.185334118097185,48.3,2025,263,95.83,2021,93.5,98.7,93.5,2023,45.2,74.4,73.99,2021,9.2,16.42,2021,7.7,2016,stale_commuting_context,1.7,2016,stale_commuting_context,8.9,2016,stale_commuting_context,80.5,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE039,Koblenz,DE,Germany,297668,2025,74.02,27.80328480175403,57.02,2025,231,91.01,2021,70.82,97.1,70.82,2023,70.83,75.3,76.75,2021,4.9,64.91,2021,8.7,2016,stale_commuting_context,5.1,2016,stale_commuting_context,10,2016,stale_commuting_context,74.2,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE040,Rostock,DE,Germany,324358,2025,82.2,24.75943723724676,72.67,2025,232,91.73,2021,55.17,95.4,55.17,2023,57.71,75.5,77.68,2021,7.3,37.74,2021,12.9,2016,stale_commuting_context,15,2016,stale_commuting_context,9.4,2016,stale_commuting_context,61.4,2016,stale_commuting_context,68.75,2023,87.5,2023,92.5,2023,17.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
DE041,Kaiserslautern,DE,Germany,210324,2025,65.73,29.187662207051964,48.15,2025,205,83.31,2021,61.8,96.1,61.8,2023,53.56,73.8,69.37,2021,7.3,37.74,2021,9.7,2016,stale_commuting_context,2.2,2016,stale_commuting_context,10.3,2016,stale_commuting_context,77,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE042,Iserlohn,DE,Germany,132975,2025,73.41,29.11973809518656,48.74,2025,287,98.07,2021,87.0,98.2,87.0,2023,,,,,,,,5.4,2016,stale_commuting_context,1.1,2016,stale_commuting_context,12.1,2016,stale_commuting_context,80,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE047,Tübingen,DE,Germany,223630,2025,52.77,35.37927339738158,26.0,2025,196,79.53,2021,88.99,98.4,88.99,2023,,,,,,,,13.7,2016,stale_commuting_context,10.6,2016,stale_commuting_context,12,2016,stale_commuting_context,61.2,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE049,Flensburg,DE,Germany,185342,2025,95.66,18.967606525181118,94.53,2025,272,96.79,2021,60.48,96,60.48,2023,,,,,,,,6.7,2016,stale_commuting_context,9.1,2016,stale_commuting_context,10.5,2016,stale_commuting_context,72.2,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE051,Konstanz,DE,Germany,99461,2025,36.15,38.32456292840112,17.73,2025,147,54.57,2021,92.04,98.6,92.04,2023,,,,,,,,13.3,2016,stale_commuting_context,12.8,2016,stale_commuting_context,12.2,2016,stale_commuting_context,59.7,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE054,Gießen,DE,Germany,254146,2025,70.46,29.052369388203672,49.19,2025,232,91.73,2021,92.04,98.6,92.04,2023,,,,,,,,10.3,2016,stale_commuting_context,7.5,2016,stale_commuting_context,9.8,2016,stale_commuting_context,71.1,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE056,Bayreuth,DE,Germany,186111,2025,66.52,26.763775906763858,62.48,2025,175,70.55,2021,31.43,90.7,31.43,2023,,,,,,,,3.9,2016,stale_commuting_context,6.8,2016,stale_commuting_context,8.6,2016,stale_commuting_context,80.1,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE058,Aschaffenburg,DE,Germany,231291,2025,66.06,31.181387652517877,39.59,2025,236,92.54,2021,81.7,97.8,81.7,2023,,,,,,,,7,2016,stale_commuting_context,5.7,2016,stale_commuting_context,8.8,2016,stale_commuting_context,76.4,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE059,Bamberg,DE,Germany,236461,2025,64.36,24.31950046819519,76.07,2025,145,52.65,2021,57.43,95.8,57.43,2023,,,,,,,,8.3,2016,stale_commuting_context,10,2016,stale_commuting_context,6.2,2016,stale_commuting_context,73.4,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE063,Kempten (Allgäu),DE,Germany,142629,2025,66.59,29.927993776377072,44.9,2025,223,88.28,2021,25.33,88.6,25.33,2023,,,,,,,,4.5,2016,stale_commuting_context,10.1,2016,stale_commuting_context,16.2,2016,stale_commuting_context,66.8,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE064,Landshut,DE,Germany,177405,2025,59.22,28.32698128820754,53.03,2025,166,65.41,2021,48.28,94.1,48.28,2023,,,,,,,,8.5,2016,stale_commuting_context,7,2016,stale_commuting_context,9.6,2016,stale_commuting_context,73.7,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE066,Rosenheim,DE,Germany,169557,2025,65.27,28.42866855849839,52.44,2025,194,78.09,2021,27.45,89,27.45,2023,,,,,,,,7.5,2016,stale_commuting_context,11.9,2016,stale_commuting_context,6.6,2016,stale_commuting_context,73.3,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE071,Görlitz,DE,Germany,79906,2025,70.31,27.518734805056326,59.08,2025,200,81.54,2021,61.8,96.1,61.8,2023,,,,,,,,3.9,2016,stale_commuting_context,9.6,2016,stale_commuting_context,12,2016,stale_commuting_context,73.4,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE081,Mannheim-Ludwigshafen,DE,Germany,1353221,2025,40.0,32.195489773733954,36.19,2025,132,43.82,2021,75.73,97.4,75.73,2023,62.05,75.5,77.68,2021,6.6,46.42,2021,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE083,Münster,DE,Germany,575378,2025,69.86,27.987389704225652,55.69,2025,207,84.03,2021,63.0,96.2,63.0,2023,67.98,73.8,69.37,2021,4.8,66.6,2021,9.4,2016,stale_commuting_context,28.4,2016,stale_commuting_context,5.3,2016,stale_commuting_context,56,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE084,Chemnitz,DE,Germany,438546,2025,72.97,28.198359956519443,54.21,2025,232,91.73,2021,81.7,97.8,81.7,2023,65.74,77.2,85.06,2021,6.6,46.42,2021,16.8,2016,stale_commuting_context,5.8,2016,stale_commuting_context,7.8,2016,stale_commuting_context,69.2,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE085,Braunschweig-Salzgitter,DE,Germany,534339,2025,59.6,33.20466783403881,32.05,2025,220,87.16,2021,81.7,97.8,81.7,2023,60.7,74.1,72.14,2021,6.4,49.25,2021,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE086,Aachen,DE,Germany,621011,2025,75.25,26.16154087156455,66.47,2025,207,84.03,2021,96.95,99.2,96.95,2023,33.02,69.7,42.07,2021,8.6,23.96,2021,15.5,2016,stale_commuting_context,5.9,2016,stale_commuting_context,9.8,2016,stale_commuting_context,67.5,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE087,Krefeld,DE,Germany,294762,2025,60.53,30.077033707270793,44.17,2025,191,76.89,2021,65.52,96.5,65.52,2023,30.18,70.3,50.92,2021,10.9,9.43,2021,13.5,2016,stale_commuting_context,12.1,2016,stale_commuting_context,7.3,2016,stale_commuting_context,66.7,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE089,Lübeck,DE,Germany,383583,2025,83.48,22.86716638766801,84.05,2025,204,82.91,2021,83.29,97.9,83.29,2023,56.58,75.5,77.68,2021,7.4,35.47,2021,10.1,2016,stale_commuting_context,16.9,2016,stale_commuting_context,8.9,2016,stale_commuting_context,62.5,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE091,Kassel,DE,Germany,488017,2025,71.09,27.610701300340214,58.64,2025,206,83.55,2021,85.68,98.1,85.68,2023,57.87,72.6,63.1,2021,6.3,52.64,2021,16,2016,stale_commuting_context,5.6,2016,stale_commuting_context,9.1,2016,stale_commuting_context,68.3,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE095,Osnabrück,DE,Germany,355902,2025,65.44,31.26757706446775,39.14,2025,232,91.73,2021,75.73,97.4,75.73,2023,74.95,78,87.82,2021,5.5,62.08,2021,7,2016,stale_commuting_context,12.1,2016,stale_commuting_context,6.8,2016,stale_commuting_context,72.4,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE098,Oldenburg (Oldenburg),DE,Germany,320458,2025,79.75,26.327154812397566,65.44,2025,244,94.06,2021,61.8,96.1,61.8,2023,64.48,74,71.22,2021,5.9,57.74,2021,5.8,2016,stale_commuting_context,20.9,2016,stale_commuting_context,4.3,2016,stale_commuting_context,67.7,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE100,Heidelberg,DE,Germany,309795,2025,37.32,33.86891449069979,29.54,2025,134,45.1,2021,85.68,98.1,85.68,2023,58.74,70.5,52.58,2021,4.9,64.91,2021,13.7,2016,stale_commuting_context,11.7,2016,stale_commuting_context,7.2,2016,stale_commuting_context,66.2,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE101,Paderborn,DE,Germany,344249,2025,74.16,26.857745412140513,62.19,2025,213,86.12,2021,60.48,96,60.48,2023,66.33,74.5,74.91,2021,5.9,57.74,2021,6.8,2016,stale_commuting_context,9.5,2016,stale_commuting_context,7.2,2016,stale_commuting_context,74.6,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE102,Würzburg,DE,Germany,386811,2025,65.76,28.457095053457227,51.99,2025,196,79.53,2021,70.82,97.1,70.82,2023,90.28,79.1,92.25,2021,3.1,88.3,2021,9.5,2016,stale_commuting_context,7.2,2016,stale_commuting_context,10,2016,stale_commuting_context,71.2,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE104,Wolfsburg,DE,Germany,370405,2025,70.32,29.712818082811395,45.94,2025,250,94.7,2021,66.84,96.6,66.84,2023,71.43,76.5,81.73,2021,5.6,61.13,2021,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE105,Bremerhaven,DE,Germany,210436,2025,63.26,29.26877761235106,47.71,2025,195,78.81,2021,57.43,95.8,57.43,2023,,,,,,,,8,2016,stale_commuting_context,11.6,2016,stale_commuting_context,7.5,2016,stale_commuting_context,72.1,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE107,Heilbronn,DE,Germany,392337,2025,43.26,36.408247479036994,23.19,2025,161,63.32,2021,72.68,97.2,72.68,2023,82.69,80.9,95.2,2021,4.5,70.19,2021,8.7,2016,stale_commuting_context,4.5,2016,stale_commuting_context,11.1,2016,stale_commuting_context,74.7,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE108,Remscheid,DE,Germany,184248,2025,66.49,29.591205404382624,46.38,2025,218,86.6,2021,78.78,97.6,78.78,2023,,,,,,,,15,2016,stale_commuting_context,0,2016,stale_commuting_context,11.6,2016,stale_commuting_context,72.8,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE110,Ulm,DE,Germany,481850,2025,55.05,32.92467954861994,33.53,2025,190,76.57,2021,77.06,97.5,77.06,2023,89.78,80.7,94.65,2021,3.3,84.91,2021,10.8,2016,stale_commuting_context,8.2,2016,stale_commuting_context,9.4,2016,stale_commuting_context,69.9,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE111,Pforzheim,DE,Germany,262085,2025,56.45,35.43505060361786,25.41,2025,221,87.48,2021,92.04,98.6,92.04,2023,77.08,78.9,91.14,2021,5.4,63.02,2021,12.8,2016,stale_commuting_context,2,2016,stale_commuting_context,10.6,2016,stale_commuting_context,73.7,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE112,Ingolstadt,DE,Germany,390349,2025,52.58,29.473115998788135,46.97,2025,153,58.19,2021,37.14,92.3,37.14,2023,92.14,80.3,94.1,2021,2.9,90.19,2021,7.8,2016,stale_commuting_context,11.2,2016,stale_commuting_context,6.8,2016,stale_commuting_context,72.9,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE113,Gera,DE,Germany,140605,2025,71.61,28.9838259871351,49.63,2025,240,93.58,2021,72.68,97.2,72.68,2023,,,,,,,,8.4,2016,stale_commuting_context,5,2016,stale_commuting_context,12.9,2016,stale_commuting_context,71.6,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE115,Reutlingen,DE,Germany,199740,2025,57.09,35.7534687532038,24.52,2025,225,89.65,2021,81.7,97.8,81.7,2023,,,,,,,,9.2,2016,stale_commuting_context,6.5,2016,stale_commuting_context,10.4,2016,stale_commuting_context,72.8,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE117,Cottbus,DE,Germany,190998,2025,78.94,27.310534525398314,59.97,2025,286,97.91,2021,47.08,94,47.08,2023,,,,,,,,7.7,2016,stale_commuting_context,19.4,2016,stale_commuting_context,7.2,2016,stale_commuting_context,64.7,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE118,Siegen,DE,Germany,244001,2025,78.43,27.262805933735233,60.71,2025,265,96.15,2021,83.29,97.9,83.29,2023,71.75,77.6,86.72,2021,6,56.79,2021,6.5,2016,stale_commuting_context,1.5,2016,stale_commuting_context,8.5,2016,stale_commuting_context,82.1,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE120,Hildesheim,DE,Germany,185884,2025,79.44,22.41546256280728,86.26,2025,180,72.63,2021,68.17,96.8,68.17,2023,,,,,,,,8.8,2016,stale_commuting_context,10.4,2016,stale_commuting_context,9.7,2016,stale_commuting_context,70.2,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE124,Wuppertal,DE,Germany,386146,2025,69.37,30.34569814545043,43.72,2025,254,95.02,2021,97.75,99.4,97.75,2023,24.01,68.5,37.45,2021,10.5,10.57,2021,23.1,2016,stale_commuting_context,1.6,2016,stale_commuting_context,10.8,2016,stale_commuting_context,62.6,2016,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
DE125,Jena,DE,Germany,182735,2025,66.58,28.35205884428089,52.73,2025,198,80.42,2021,75.73,97.4,75.73,2023,,,,,,,,11.4,2016,stale_commuting_context,10.6,2016,stale_commuting_context,15.1,2016,stale_commuting_context,60.8,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DE126,"Düren, Stadt",DE,Germany,202879,2025,75.44,26.296595072145376,65.58,2025,211,85.31,2021,78.78,97.6,78.78,2023,,,,,,,,7,2016,stale_commuting_context,5.3,2016,stale_commuting_context,7.9,2016,stale_commuting_context,78.9,2016,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DK001,København,DK,Denmark,2294858,2025,52.36,26.566409398894137,64.11,2025,127,40.61,2021,77.06,97.5,77.06,2023,,,,,,,,,,,,,,,,,,,,100.0,2023,99.38,2023,75.62,2023,10.0,2023,6,85.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4
DK002,Århus,DK,Denmark,556637,2025,75.11,23.62761859523664,80.95,2025,173,69.26,2021,36.47,92.2,36.47,2023,,,,,,,,13.4,2003,stale_commuting_context,22.6,2003,stale_commuting_context,6.3,2003,stale_commuting_context,52.5,2003,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DK003,Odense,DK,Denmark,389126,2025,85.63,24.535605168990394,74.15,2025,276,97.11,2021,42.84,93.7,42.84,2023,,,,,,,,9.4,2003,stale_commuting_context,25.6,2003,stale_commuting_context,6,2003,stale_commuting_context,53.3,2003,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
DK004,Aalborg,DK,Denmark,330191,2025,80.75,24.363985675531058,75.78,2025,212,85.71,2021,24.93,88.2,24.93,2023,,,,,,,,7.7,2003,stale_commuting_context,18.2,2003,stale_commuting_context,5.8,2003,stale_commuting_context,60.9,2003,stale_commuting_context,92.5,2023,99.38,2023,77.5,2023,98.75,2023,6,85.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4
EE001,Tallinn,EE,Estonia,731191,2025,63.2,20.20829021397953,92.61,2025,117,33.79,2021,56.1,95.5,56.1,2023,58.39,77,83.76,2024,7.5,33.02,2024,32.1,2018,stale_commuting_context,1.2,2018,stale_commuting_context,10.9,2018,stale_commuting_context,55.8,2018,stale_commuting_context,76.25,2023,31.25,2023,48.75,2023,43.75,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
EE002,Tartu,EE,Estonia,188623,2025,81.58,19.78882149666835,93.35,2025,174,69.82,2021,42.18,93.5,42.18,2023,,,,,,,,15.4,2018,stale_commuting_context,4.6,2018,stale_commuting_context,17.7,2018,stale_commuting_context,62,2018,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
ES001,Madrid,ES,Spain,7124257,2022,44.53,23.208333049314618,82.87,2025,54,6.18,2021,44.3,93.8,44.3,2023,35.71,70.6,53.69,2024,9.1,17.74,2024,,,,,,,,,,,,,48.12,2023,48.75,2023,33.75,2023,55.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
ES002,Barcelona,ES,Spain,5498795,2022,30.27,28.179845382974566,54.36,2025,54,6.18,2021,7.16,71.6,7.16,2023,39.28,70.7,54.61,2024,8.6,23.96,2024,,,,,,,,,,,,,40.0,2023,61.25,2023,21.25,2023,40.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
ES003,Valencia,ES,Spain,2400134,2022,48.3,23.640652221061917,80.8,2025,84,15.81,2021,29.84,90,29.84,2023,17.34,66.5,26.75,2024,11.8,7.92,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES004,Sevilla,ES,Spain,1783243,2022,39.01,25.848459581380958,67.5,2025,69,10.51,2021,,,,,8.71,61.3,14.39,2024,13.9,3.02,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES005,Zaragoza,ES,Spain,789086,2022,52.49,21.659352531524775,89.66,2025,83,15.33,2021,,,,,33.32,69.1,39.85,2024,8.1,26.79,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES006,Málaga,ES,Spain,1320777,2022,43.02,27.445469990484657,59.38,2025,103,26.65,2021,7.96,74.4,7.96,2023,9.26,61.4,14.94,2024,13.7,3.58,2024,,,,,,,,,,,,,83.12,2023,73.75,2023,50.0,2023,90.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
ES007,Murcia,ES,Spain,1246533,2022,70.61,28.10331262169153,55.1,2025,213,86.12,2021,,,,,11.59,62.8,17.34,2024,12.8,5.85,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES009,Valladolid,ES,Spain,437623,2022,53.42,18.45196346596642,95.13,2025,71,11.72,2021,,,,,29.2,69.9,46.31,2024,10,12.08,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES012,Vitoria/Gasteiz,ES,Spain,297813,2022,51.54,17.65333908320412,96.01,2025,57,7.06,2021,22.94,87.4,22.94,2023,27.09,67.5,31.73,2024,8.7,22.45,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES013,Oviedo,ES,Spain,960590,2022,55.66,22.180114002494136,87.15,2025,98,24.16,2021,,,,,17.19,64.9,23.25,2024,10.2,11.13,2024,,,,,,,,,,,,,98.75,2023,91.25,2023,38.12,2023,94.38,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
ES014,Pamplona/Iruña,ES,Spain,427909,2022,42.34,23.81350494788865,79.47,2025,51,5.22,2021,24.14,88,24.14,2023,35.2,69.5,40.22,2024,7.7,30.19,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES015,Santander,ES,Spain,428733,2022,50.12,28.33566403482301,52.88,2025,138,47.35,2021,,,,,30.95,67.8,33.21,2024,7.9,28.68,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES019,Bilbao,ES,Spain,1148718,2022,57.87,19.76075411034957,93.5,2025,95,22.23,2021,35.68,91.7,35.68,2023,32.02,69.9,46.31,2024,9.1,17.74,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES020,Córdoba,ES,Spain,445333,2022,44.72,25.23944401865194,70.9,2025,89,18.54,2021,,,,,7.21,60.4,12.92,2024,16.8,1.51,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES021,Alicante/Alacant,ES,Spain,963467,2022,55.84,27.735492975778904,57.9,2025,146,53.77,2021,18.7,84.7,18.7,2023,10.38,62.5,16.24,2024,13.6,4.53,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES022,Vigo,ES,Spain,585151,2022,64.71,25.251432720679222,70.75,2025,154,58.67,2021,,,,,16.33,65.3,24.35,2024,11.4,8.3,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES025,A Coruña,ES,Spain,518641,2022,55.58,21.3352674456261,90.69,2025,92,20.47,2021,,,,,26.77,66.5,26.75,2024,8.1,26.79,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES059,Granada,ES,Spain,583709,2022,43.05,25.63254530645536,68.83,2025,86,17.26,2021,,,,,3.69,55.2,7.38,2024,21.6,0.0,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES062,Jerez de la Frontera,ES,Spain,217183,2022,38.1,27.521707042833544,58.94,2025,86,17.26,2021,,,,,3.42,53.4,6.46,2024,21.1,0.38,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
ES063,San Sebastián/Donostia,ES,Spain,503031,2022,61.66,22.00993329561451,88.48,2025,119,34.83,2021,9.28,75.9,9.28,2023,37.73,66.3,26.2,2024,6.4,49.25,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
ES069,Castellón de la Plana/Castelló de la Plana,ES,Spain,352841,2022,67.45,20.03979912918266,92.76,2025,129,42.13,2021,16.45,82.1,16.45,2023,12.51,64.2,20.48,2024,13.6,4.53,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FI001,Helsinki/Helsingfors,FI,Finland,1773305,2024,85.26,18.151177727126246,95.57,2025,186,74.96,2021,29.44,89.8,29.44,2023,41.89,73.2,66.05,2024,9.1,17.74,2024,37,2018,stale_commuting_context,13,2018,stale_commuting_context,7,2018,stale_commuting_context,43,2018,stale_commuting_context,81.25,2023,85.0,2023,73.75,2023,16.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FI002,Tampere/Tammerfors,FI,Finland,477107,2024,92.94,14.297576005061213,97.93,2025,222,87.96,2021,17.64,84,17.64,2023,45.51,72.6,63.1,2024,8,27.92,2024,14,2018,stale_commuting_context,11,2018,stale_commuting_context,12,2018,stale_commuting_context,62,2018,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
