urban_system_id,city,country_code,country_name,population_raw,population_year,environment_score,pm25_raw,environment_pm25_score,pm25_year,green_area_raw,environment_green_score,green_area_year,mobility_score,public_transport_raw,public_transport_score,public_transport_year,economic_opportunity_score,employment_raw,employment_score,employment_year,unemployment_raw,unemployment_score,unemployment_year,commuting_pt_raw,commuting_pt_year,commuting_pt_staleness,commuting_bike_raw,commuting_bike_year,commuting_bike_staleness,commuting_walk_raw,commuting_walk_year,commuting_walk_staleness,commuting_car_raw,commuting_car_year,commuting_car_staleness,perceived_safety_score,perceived_safety_year,community_score,community_year,life_satisfaction_score,life_satisfaction_year,housing_satisfaction_score,housing_satisfaction_year,profile_dimensions_available,profile_coverage_pct,explorer_eligible,environment_eligible,mobility_eligible,economic_eligible,extended_profile_eligible,radar_eligible,n_perception_dimensions
FI003,Turku/Åbo,FI,Finland,381936,2024,90.21,14.222377475159998,98.08,2025,202,82.34,2021,16.71,82.2,16.71,2023,37.55,71.3,58.67,2024,9.2,16.42,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FI004,Oulu/Uleåborg,FI,Finland,276456,2024,97.34,14.816910128262231,97.34,2025,278,97.35,2021,18.7,84.7,18.7,2023,42.66,70.9,56.64,2024,7.9,28.68,2024,6,2011,stale_commuting_context,18,2011,stale_commuting_context,7,2011,stale_commuting_context,68,2011,stale_commuting_context,88.75,2023,93.75,2023,58.13,2023,100.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FI009,Jyväskylä,FI,Finland,192753,2024,93.24,10.16579268500039,99.56,2025,219,86.92,2021,17.64,84,17.64,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
FR001,Paris,FR,France,13195545,2022,30.57,29.28496561121476,47.42,2025,75,13.72,2021,45.62,93.9,45.62,2023,32.4,68.6,38.01,2024,8.1,26.79,2024,43.2,2022,current,4,2022,current,7.2,2022,current,42.9,2022,current,32.5,2023,18.75,2023,25.0,2023,8.75,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FR002,Lyon,FR,France,2283325,2022,32.64,28.988547762790766,49.48,2025,84,15.81,2021,13.66,80.6,13.66,2023,41.6,69.7,42.07,2024,7,41.13,2024,22.5,2022,current,5.4,2022,current,7.4,2022,current,63.3,2022,current,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR003,Lille,FR,France,1584649,2022,35.12,29.866156673973514,45.2,2025,99,25.04,2021,12.6,79.1,12.6,2023,19.88,63.7,19.37,2024,8.9,20.38,2024,16.4,2022,current,4,2022,current,5.9,2022,current,72.8,2022,current,16.25,2023,28.75,2023,31.25,2023,52.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FR004,Marseille,FR,France,1762567,2022,42.96,28.242497071915995,54.06,2025,113,31.86,2021,5.04,68.2,5.04,2023,32.49,64.3,21.59,2024,6.9,43.4,2024,17.2,2022,current,2.1,2022,current,7.2,2022,current,69.7,2022,current,3.75,2023,8.75,2023,36.25,2023,46.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FR005,Bordeaux,FR,France,1433276,2022,55.58,23.660565021745033,80.35,2025,111,30.82,2021,,,,,46.95,69.8,44.65,2024,6.4,49.25,2024,14.1,2022,current,7.2,2022,current,4.5,2022,current,72,2022,current,33.75,2023,36.25,2023,63.12,2023,35.0,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
FR006,Toulouse,FR,France,1505147,2022,58.81,24.527106125834287,74.45,2025,131,43.18,2021,3.98,67.3,3.98,2023,29.59,66.6,27.86,2024,7.6,31.32,2024,14,2022,current,5.7,2022,current,4.5,2022,current,73.7,2022,current,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR007,Nantes,FR,France,1039224,2022,64.67,22.613817514454094,85.52,2025,132,43.82,2021,14.06,80.7,14.06,2023,54.18,70.8,55.72,2024,6.3,52.64,2024,15.7,2022,current,7,2022,current,4.9,2022,current,70.5,2022,current,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR008,Nice,FR,France,632341,2022,53.8,30.759235358710264,41.06,2025,168,66.53,2021,,,,,32.49,64.3,21.59,2024,6.9,43.4,2024,19.9,2022,current,2.5,2022,current,9.2,2022,current,61.5,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR009,Strasbourg,FR,France,856123,2022,33.04,32.62696468291454,34.86,2025,112,31.22,2021,,,,,32.68,66.7,29.89,2024,7.4,35.47,2024,16.6,2022,current,10.3,2022,current,6.1,2022,current,66.1,2022,current,64.38,2023,67.5,2023,95.62,2023,50.0,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
FR010,Rouen,FR,France,712776,2022,62.16,26.72237875619311,63.07,2025,158,61.24,2021,,,,,29.24,66.1,25.46,2024,7.5,33.02,2024,13.3,2022,current,2.3,2022,current,6.2,2022,current,77.1,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR011,Montpellier,FR,France,807773,2022,40.55,27.081029483166212,61.6,2025,90,19.5,2021,,,,,29.59,66.6,27.86,2024,7.6,31.32,2024,11.7,2022,current,6.4,2022,current,6.3,2022,current,73,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR012,Grenoble,FR,France,695286,2022,39.1,28.473799330401846,51.55,2025,103,26.65,2021,,,,,41.6,69.7,42.07,2024,7,41.13,2024,16.1,2022,current,9.8,2022,current,6.9,2022,current,66.2,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR013,Tours,FR,France,532835,2022,66.44,23.280368935005246,82.57,2025,142,50.32,2021,2.12,62.7,2.12,2023,57.11,70.7,54.61,2024,5.7,59.62,2024,11.1,2022,current,4.4,2022,current,5.7,2022,current,77.4,2022,current,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR014,Cannes-Antibes,FR,France,392833,2022,60.61,31.986835376704946,36.63,2025,208,84.59,2021,33.55,91.1,33.55,2023,32.49,64.3,21.59,2024,6.9,43.4,2024,8.8,2022,current,1.9,2022,current,7.4,2022,current,76,2022,current,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR015,Toulon,FR,France,590375,2022,70.43,27.789188692763826,57.31,2025,206,83.55,2021,9.55,76.4,9.55,2023,32.49,64.3,21.59,2024,6.9,43.4,2024,8.8,2022,current,3.2,2022,current,7.1,2022,current,76.6,2022,current,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR016,Rennes,FR,France,787473,2022,52.88,24.621414419315435,73.26,2025,115,32.5,2021,7.69,72.1,7.69,2023,59.42,71.6,59.23,2024,5.7,59.62,2024,13.8,2022,current,5.6,2022,current,5.4,2022,current,74,2022,current,46.25,2023,56.88,2023,65.62,2023,79.38,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
FR017,Reims,FR,France,359088,2022,46.3,25.05009342946054,71.49,2025,93,21.11,2021,,,,,32.68,66.7,29.89,2024,7.4,35.47,2024,10,2022,current,3.1,2022,current,7.9,2022,current,78.1,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR018,Orléans,FR,France,460103,2022,64.51,24.283335127932144,76.37,2025,145,52.65,2021,,,,,57.11,70.7,54.61,2024,5.7,59.62,2024,11.6,2022,current,3.9,2022,current,5.6,2022,current,77.7,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR019,Nancy,FR,France,510946,2022,47.98,26.04242707653039,66.91,2025,107,29.05,2021,,,,,32.68,66.7,29.89,2024,7.4,35.47,2024,11.4,2022,current,2.9,2022,current,8.4,2022,current,76.4,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR020,Dijon,FR,France,411778,2022,52.19,22.88180056646814,83.9,2025,92,20.47,2021,,,,,44.06,67.8,33.21,2024,6.2,54.91,2024,13.7,2022,current,4.8,2022,current,7.8,2022,current,72.8,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR021,Clermont-Ferrand,FR,France,516400,2022,56.02,23.45185008617904,81.54,2025,110,30.5,2021,,,,,41.6,69.7,42.07,2024,7,41.13,2024,8.1,2022,current,2.6,2022,current,7.2,2022,current,80.9,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR022,Le Havre,FR,France,345582,2022,60.52,26.672274769392306,63.66,2025,152,57.38,2021,,,,,29.24,66.1,25.46,2024,7.5,33.02,2024,10.4,2022,current,2.3,2022,current,6.7,2022,current,79.2,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR023,Saint-Étienne,FR,France,505931,2022,48.85,27.037083910087212,61.74,2025,121,35.96,2021,,,,,41.6,69.7,42.07,2024,7,41.13,2024,10.8,2022,current,1.5,2022,current,6.9,2022,current,80.2,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR024,Angers,FR,France,451621,2022,67.55,24.747676409584805,72.97,2025,159,62.12,2021,,,,,54.18,70.8,55.72,2024,6.3,52.64,2024,8.9,2022,current,5.5,2022,current,6.1,2022,current,77.9,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR025,Mulhouse,FR,France,395432,2022,41.84,32.65502342189176,34.71,2025,140,48.96,2021,,,,,32.68,66.7,29.89,2024,7.4,35.47,2024,8.5,2022,current,2.8,2022,current,5.4,2022,current,82.6,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR026,Lens,FR,France,302205,2022,68.22,30.54984754506751,42.54,2025,242,93.9,2021,,,,,19.88,63.7,19.37,2024,8.9,20.38,2024,5.4,2022,current,1.5,2022,current,4.3,2022,current,87.6,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR027,Metz,FR,France,374909,2022,59.33,27.572508146095007,58.79,2025,156,59.87,2021,,,,,32.68,66.7,29.89,2024,7.4,35.47,2024,13,2022,current,2,2022,current,6.6,2022,current,77.9,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR028,Nîmes,FR,France,358562,2022,56.08,27.917605758060326,55.98,2025,150,56.18,2021,,,,,29.59,66.6,27.86,2024,7.6,31.32,2024,5.6,2022,current,2.9,2022,current,6.5,2022,current,83.3,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR029,Le Mans,FR,France,380059,2022,66.29,24.35346056138907,75.92,2025,151,56.66,2021,,,,,54.18,70.8,55.72,2024,6.3,52.64,2024,10.1,2022,current,3.6,2022,current,5.2,2022,current,79.6,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR030,Saint-Denis,FR,France,323655,2022,47.7,33.78409600439879,29.99,2025,166,65.41,2021,,,,,2.96,50.7,4.8,2024,17.6,1.13,2024,8.7,2022,current,1.9,2022,current,7.1,2022,current,79.7,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR031,Caen,FR,France,483231,2022,63.33,26.728158519899495,62.78,2025,162,63.88,2021,,,,,29.24,66.1,25.46,2024,7.5,33.02,2024,7.2,2022,current,3.8,2022,current,5.5,2022,current,82.3,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR032,Limoges,FR,France,325736,2022,86.39,22.061009531779355,88.18,2025,208,84.59,2021,,,,,46.95,69.8,44.65,2024,6.4,49.25,2024,5.7,2022,current,1.3,2022,current,6.3,2022,current,85.7,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR034,Brest,FR,France,372856,2022,66.14,24.713914629074836,73.12,2025,155,59.15,2021,11.14,78.3,11.14,2023,59.42,71.6,59.23,2024,5.7,59.62,2024,8.4,2022,current,3.2,2022,current,5.7,2022,current,81.5,2022,current,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
FR035,Amiens,FR,France,353933,2022,60.51,25.065944289501903,71.34,2025,141,49.68,2021,,,,,19.88,63.7,19.37,2024,8.9,20.38,2024,9.3,2022,current,3.4,2022,current,7.6,2022,current,78.7,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR036,Dunkerque,FR,France,252783,2022,58.45,27.781437245761502,57.75,2025,155,59.15,2021,2.92,64.1,2.92,2023,,,,,,,,8,2022,current,2.8,2022,current,5.5,2022,current,82.7,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
FR037,Perpignan,FR,France,425965,2022,42.24,26.44450847741373,64.99,2025,90,19.5,2021,,,,,29.59,66.6,27.86,2024,7.6,31.32,2024,3.7,2022,current,2.5,2022,current,5.7,2022,current,86.3,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR038,Annecy,FR,France,303907,2022,34.38,33.21791333169197,31.91,2025,122,36.84,2021,,,,,41.6,69.7,42.07,2024,7,41.13,2024,6.9,2022,current,5.5,2022,current,6.4,2022,current,79.9,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR039,Besançon,FR,France,277894,2022,68.81,25.999483179836986,67.06,2025,175,70.55,2021,,,,,44.06,67.8,33.21,2024,6.2,54.91,2024,10.5,2022,current,3.5,2022,current,7.3,2022,current,77.8,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR040,Bayonne,FR,France,274525,2022,71.04,23.817175088536608,79.32,2025,160,62.76,2021,,,,,46.95,69.8,44.65,2024,6.4,49.25,2024,5.1,2022,current,2.7,2022,current,4.4,2022,current,84.8,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR042,Pau,FR,France,289851,2022,77.47,23.844090359461596,79.17,2025,188,75.76,2021,,,,,46.95,69.8,44.65,2024,6.4,49.25,2024,4.5,2022,current,3.7,2022,current,4.5,2022,current,85.9,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR043,Avignon,FR,France,330446,2022,61.39,28.176193254195365,54.65,2025,170,68.14,2021,,,,,30.97,64.8,22.51,2024,7.1,39.43,2024,5.1,2022,current,3.5,2022,current,5.1,2022,current,84.8,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR045,Valenciennes,FR,France,305435,2022,71.52,25.48153925293636,69.28,2025,183,73.76,2021,,,,,19.88,63.7,19.37,2024,8.9,20.38,2024,6.9,2022,current,2,2022,current,6,2022,current,84,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR046,Fort-de-France,FR,France,346937,2022,28.62,45.917246382502825,9.01,2025,139,48.23,2021,,,,,8.73,58.6,11.62,2024,12.8,5.85,2024,7.3,2022,current,0.2,2022,current,4.1,2022,current,87.2,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR047,Poitiers,FR,France,287600,2022,72.3,23.397872739757503,81.83,2025,160,62.76,2021,,,,,46.95,69.8,44.65,2024,6.4,49.25,2024,6.9,2022,current,2.6,2022,current,5.5,2022,current,83.7,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR055,Lorient,FR,France,236422,2022,83.92,22.239609031621477,86.71,2025,199,81.14,2021,33.55,91.1,33.55,2023,,,,,,,,5.9,2022,current,4.2,2022,current,4.9,2022,current,83.8,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
FR069,Saint-Brieuc,FR,France,211890,2022,86.48,23.14017358485573,83.31,2025,225,89.65,2021,19.36,85,19.36,2023,,,,,,,,4.2,2022,current,2.1,2022,current,4.6,2022,current,87.8,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
FR076,Annemasse-Geneva (French part),FR,France,106491,2022,39.25,30.46800646388005,43.28,2025,120,35.23,2021,,,,,41.6,69.7,42.07,2024,7,41.13,2024,18.7,2022,current,5.9,2022,current,6.9,2022,current,63.1,2022,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
HR001,Zagreb,HR,Croatia,1245546,2021,35.81,55.15696248663687,4.28,2025,169,67.34,2021,,,,,76.64,72.6,63.1,2024,2.9,90.19,2024,,,,,,,,,,,,,78.75,2023,25.0,2023,30.0,2023,65.0,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
HR005,Split,HR,Croatia,322022,2021,38.0,28.98963770753854,49.34,2025,103,26.65,2021,,,,,41.69,68,34.13,2024,6.4,49.25,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
HU001,Budapest,HU,Hungary,3052201,2024,27.08,39.18412319706825,15.95,2025,124,38.2,2021,51.33,94.9,51.33,2023,89.67,77.8,87.45,2024,2.8,91.89,2024,,,,,,,,,,,,,18.75,2023,6.25,2023,14.37,2023,27.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
HU002,Miskolc,HU,Hungary,337934,2024,54.2,40.11540574430844,15.21,2025,239,93.18,2021,53.18,95.2,53.18,2023,32.73,68,34.13,2024,7.6,31.32,2024,,,,,,,,,,,,,10.0,2023,5.0,2023,6.25,2023,63.75,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
HU005,Debrecen,HU,Hungary,404076,2024,41.29,41.2693073667758,13.88,2025,171,68.7,2021,7.43,71.8,7.43,2023,58.5,71.1,57.38,2024,5.7,59.62,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
HU007,Győr,HU,Hungary,258218,2024,59.73,32.67052366382433,34.56,2025,209,84.91,2021,47.08,94,47.08,2023,91.67,77.3,85.61,2024,2.2,97.74,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
HU009,Székesfehérvár,HU,Hungary,256676,2024,45.36,36.66090625278455,22.01,2025,171,68.7,2021,35.28,91.6,35.28,2023,86.16,76.1,80.44,2024,2.8,91.89,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IE001,Dublin,IE,Ireland,2096412,2022,63.62,21.373741399499714,90.4,2025,122,36.84,2021,20.42,86,20.42,2023,75.58,76.6,82.29,2024,4.6,68.87,2023,18.7,2022,current,5.7,2022,current,10.8,2022,current,63.7,2022,current,48.12,2023,75.0,2023,32.5,2023,20.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
IE002,Cork,IE,Ireland,500578,2022,86.22,20.96477578998902,91.29,2025,199,81.14,2021,5.84,69,5.84,2023,65.59,74.3,73.43,2024,5.9,57.74,2024,5.7,2022,current,1.8,2022,current,9.8,2022,current,81.7,2022,current,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IE003,Limerick,IE,Ireland,251673,2022,,20.46037953425916,92.02,2025,,,,1.59,58.5,1.59,2023,79.03,75.5,77.68,2024,3.6,80.38,2024,3.6,2022,current,1.8,2022,current,9,2022,current,84.5,2022,current,,,,,,,,,2,28.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0
IE004,Galway,IE,Ireland,247882,2022,92.5,17.449947295996115,96.16,2025,224,88.84,2021,0.8,50.6,0.8,2023,73.62,75.9,79.89,2024,4.7,67.36,2024,5.1,2022,current,2.7,2022,current,9.3,2022,current,81.8,2022,current,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT001,Roma,IT,Italy,4383028,2024,14.04,47.06670874691339,8.57,2025,90,19.5,2021,3.18,64.9,3.18,2023,39.64,64.9,23.25,2024,6.1,56.04,2024,21.3,2011,stale_commuting_context,0.6,2011,stale_commuting_context,8.4,2011,stale_commuting_context,61.3,2011,stale_commuting_context,1.25,2023,16.25,2023,11.88,2023,42.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
IT002,Milano,IT,Italy,5071150,2024,15.82,56.956267793972906,3.55,2025,106,28.09,2021,4.77,67.9,4.77,2023,60.86,70.2,49.45,2024,4.3,72.26,2024,18.6,2011,stale_commuting_context,5.1,2011,stale_commuting_context,8.6,2011,stale_commuting_context,62.8,2011,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT003,Napoli,IT,Italy,3378532,2024,24.5,37.49908700958615,19.94,2025,107,29.05,2021,0.27,46.6,0.27,2023,1.11,43.2,1.48,2024,19,0.75,2024,14.2,2011,stale_commuting_context,1.3,2011,stale_commuting_context,17.1,2011,stale_commuting_context,62.3,2011,stale_commuting_context,5.0,2023,30.0,2023,5.0,2023,87.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
IT004,Torino,IT,Italy,1776003,2024,5.7,56.28922381701538,3.69,2025,58,7.7,2021,,,,,43.08,68.3,36.9,2024,6.4,49.25,2024,17.7,2011,stale_commuting_context,2.5,2011,stale_commuting_context,10.4,2011,stale_commuting_context,67,2011,stale_commuting_context,12.5,2023,21.25,2023,10.0,2023,73.75,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
IT005,Palermo,IT,Italy,993319,2024,24.53,37.21173103175473,20.97,2025,106,28.09,2021,5.44,68.6,5.44,2023,2.25,44.3,1.85,2024,14.7,2.64,2024,6.9,2011,stale_commuting_context,1.3,2011,stale_commuting_context,14,2011,stale_commuting_context,66,2011,stale_commuting_context,13.75,2023,23.75,2023,8.75,2023,96.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
IT006,Genova,IT,Italy,685380,2024,11.31,49.05665382193589,7.53,2025,81,15.09,2021,87.93,98.3,87.93,2023,49.12,68.2,36.16,2024,5.5,62.08,2024,27.6,2011,stale_commuting_context,0.4,2011,stale_commuting_context,13.6,2011,stale_commuting_context,37.8,2011,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT007,Firenze,IT,Italy,792929,2024,20.46,36.97475698088849,21.42,2025,90,19.5,2021,22.55,87.2,22.55,2023,80.37,73.6,67.9,2024,2.7,92.83,2024,12.9,2011,stale_commuting_context,4.8,2011,stale_commuting_context,9.6,2011,stale_commuting_context,57.2,2011,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT008,Bari,IT,Italy,684089,2024,16.2,36.38018656662445,23.34,2025,63,9.07,2021,,,,,35.9,58.9,12.18,2024,5.7,59.62,2024,8.5,2011,stale_commuting_context,2.1,2011,stale_commuting_context,16,2011,stale_commuting_context,70.3,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT009,Bologna,IT,Italy,867584,2024,14.07,55.83161556623138,3.99,2025,98,24.16,2021,,,,,63.12,71.1,57.38,2024,4.6,68.87,2024,13.9,2011,stale_commuting_context,4.6,2011,stale_commuting_context,8.9,2011,stale_commuting_context,66.2,2011,stale_commuting_context,15.0,2023,51.88,2023,23.75,2023,31.87,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
IT010,Catania,IT,Italy,826116,2024,27.16,36.54145405275247,22.45,2025,113,31.86,2021,,,,,4.96,47,2.95,2024,12.7,6.98,2024,3.8,2011,stale_commuting_context,0.3,2011,stale_commuting_context,10.1,2011,stale_commuting_context,79.3,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT011,Venezia,IT,Italy,545496,2024,9.39,69.91416950232436,0.89,2025,88,17.9,2021,32.36,90.9,32.36,2023,56.77,68.1,35.06,2024,3.8,78.49,2024,17.7,2011,stale_commuting_context,7.9,2011,stale_commuting_context,11.2,2011,stale_commuting_context,53,2011,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT012,Verona,IT,Italy,559770,2024,9.15,66.48060936603852,1.77,2025,85,16.53,2021,,,,,71.8,70.2,49.45,2024,2.6,94.15,2024,5.5,2011,stale_commuting_context,5.5,2011,stale_commuting_context,8.8,2011,stale_commuting_context,73.4,2011,stale_commuting_context,27.5,2023,53.75,2023,26.88,2023,67.5,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
IT014,Trento,IT,Italy,332371,2024,30.58,37.03522157220211,21.27,2025,126,39.89,2021,65.52,96.5,65.52,2023,,,,,,,,9.5,2011,stale_commuting_context,5.2,2011,stale_commuting_context,12.2,2011,stale_commuting_context,70,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT016,Perugia,IT,Italy,278849,2024,40.37,37.65383711225009,19.5,2025,158,61.24,2021,,,,,52.49,68.8,38.38,2024,4.8,66.6,2024,4.6,2011,stale_commuting_context,0.4,2011,stale_commuting_context,7.5,2011,stale_commuting_context,85.7,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT017,Ancona,IT,Italy,219280,2024,29.98,32.846325467188684,33.97,2025,102,26.0,2021,51.86,95,51.86,2023,,,,,,,,9.1,2011,stale_commuting_context,0.7,2011,stale_commuting_context,8.6,2011,stale_commuting_context,78.7,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT021,Taranto,IT,Italy,370618,2024,18.79,35.40036263258847,25.85,2025,71,11.72,2021,,,,,5.55,40.9,0.92,2024,10.8,10.19,2024,9.9,2011,stale_commuting_context,1,2011,stale_commuting_context,14.7,2011,stale_commuting_context,72.9,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT025,Sassari,IT,Italy,210092,2024,52.54,24.542785354793846,73.86,2025,112,31.22,2021,53.18,95.2,53.18,2023,,,,,,,,5.2,2011,stale_commuting_context,0.4,2011,stale_commuting_context,15.4,2011,stale_commuting_context,76.6,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
